0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,924,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,711,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,964,377,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,819,960,100,0
0,0,0,0,0,0,0,0,0,0,0,0,36,357,554,558,357,36,0,0,0,0,0,546,1016,651,0,0
0,0,0,0,0,0,0,0,0,0,0,129,835,1016,1016,1020,1016,655,0,0,0,44,365,1020,827,36,0,0
0,0,0,0,0,0,0,0,0,0,0,281,1016,1016,879,546,610,454,0,0,205,799,1016,916,161,0,0,0
0,0,0,0,0,0,0,0,0,0,0,514,1020,924,0,0,137,0,205,751,1020,1020,679,137,0,0,0,0
0,0,0,0,0,0,0,0,0,0,205,984,1016,719,0,189,590,924,992,1020,643,293,24,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,373,1020,1016,932,831,1020,1016,940,651,185,16,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,510,1020,1016,1016,1016,916,446,52,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,153,614,1020,1020,1020,992,474,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,221,944,1016,1016,883,1016,940,120,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,683,1016,940,418,253,1008,1016,811,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1020,1016,550,0,0,655,1016,1016,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1024,1020,679,281,651,984,1020,1020,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1020,1016,1016,1016,1020,1016,996,426,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,655,924,924,924,924,719,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,317,566,566,767,1024,1016,867,566,52,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,104,867,1012,1012,1012,1016,1012,1012,1012,554,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,305,1016,787,675,675,426,598,1012,1012,904,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,112,36,0,0,0,28,414,1012,502,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590,1016,458,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,940,1012,353,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,691,1012,859,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,514,1012,1012,161,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,64,217,566,566,566,566,213,514,819,1016,426,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,104,867,1012,1012,1012,1016,1012,1012,1012,1016,1012,225,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,454,1016,1012,1012,1012,1016,1012,1012,1012,827,570,52,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,52,112,112,112,112,161,863,1012,811,253,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,52,618,1016,779,52,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,755,1016,859,76,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,76,494,988,980,522,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,430,1012,1012,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,418,1016,980,502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
